Radius(pc) TotalMass DiskMass BulgeMass 
36946.00 198113633734.28 157305133487.15 26369441629.65 
36947.00 198113838770.09 157305249301.52 26369441637.28 
36948.00 198114043778.88 157305365094.43 26369441644.91 
36949.00 198114248760.65 157305480865.87 26369441652.54 
36950.00 198114453715.42 157305596615.85 26369441660.17 
36951.00 198114658643.18 157305712344.38 26369441667.79 
36952.00 198114863543.94 157305828051.46 26369441675.41 
36953.00 198115068417.70 157305943737.10 26369441683.04 
36954.00 198115273264.46 157306059401.29 26369441690.66 
36955.00 198115478084.24 157306175044.04 26369441698.27 
36956.00 198115682877.03 157306290665.36 26369441705.89 
36957.00 198115887642.85 157306406265.25 26369441713.50 
36958.00 198116092381.68 157306521843.71 26369441721.12 
36959.00 198116297093.55 157306637400.75 26369441728.73 
36960.00 198116501778.44 157306752936.37 26369441736.34 
36961.00 198116706436.38 157306868450.57 26369441743.94 
36962.00 198116911067.35 157306983943.36 26369441751.55 
36963.00 198117115671.37 157307099414.75 26369441759.15 
36964.00 198117320248.44 157307214864.73 26369441766.75 
36965.00 198117524798.57 157307330293.31 26369441774.35 
36966.00 198117729321.75 157307445700.50 26369441781.95 
36967.00 198117933818.00 157307561086.30 26369441789.55 
36968.00 198118138287.31 157307676450.70 26369441797.14 
36969.00 198118342729.70 157307791793.73 26369441804.73 
36970.00 198118547145.16 157307907115.38 26369441812.32 
36971.00 198118751533.70 157308022415.64 26369441819.91 
36972.00 198118955895.33 157308137694.54 26369441827.50 
36973.00 198119160230.04 157308252952.07 26369441835.09 
36974.00 198119364537.85 157308368188.24 26369441842.67 
36975.00 198119568818.76 157308483403.04 26369441850.25 
36976.00 198119773072.76 157308598596.49 26369441857.83 
36977.00 198119977299.88 157308713768.59 26369441865.41 
36978.00 198120181500.10 157308828919.34 26369441872.99 
36979.00 198120385673.44 157308944048.74 26369441880.56 
36980.00 198120589819.90 157309059156.81 26369441888.13 
36981.00 198120793939.48 157309174243.53 26369441895.71 
36982.00 198120998032.19 157309289308.93 26369441903.28 
36983.00 198121202098.03 157309404352.99 26369441910.84 
36984.00 198121406137.00 157309519375.73 26369441918.41 
36985.00 198121610149.12 157309634377.15 26369441925.97 
36986.00 198121814134.38 157309749357.25 26369441933.53 
36987.00 198122018092.79 157309864316.04 26369441941.10 
36988.00 198122222024.36 157309979253.52 26369441948.65 
36989.00 198122425929.08 157310094169.70 26369441956.21 
36990.00 198122629806.97 157310209064.57 26369441963.77 
36991.00 198122833658.02 157310323938.15 26369441971.32 
36992.00 198123037482.24 157310438790.43 26369441978.87 
36993.00 198123241279.64 157310553621.42 26369441986.42 
36994.00 198123445050.21 157310668431.13 26369441993.97 
36995.00 198123648793.97 157310783219.55 26369442001.51 
36996.00 198123852510.92 157310897986.70 26369442009.06 
36997.00 198124056201.06 157311012732.57 26369442016.60 
36998.00 198124259864.40 157311127457.17 26369442024.14 
36999.00 198124463500.94 157311242160.51 26369442031.68 
37000.00 198124667110.68 157311356842.58 26369442039.22 
37001.00 198124870693.63 157311471503.39 26369442046.75 
37002.00 198125074249.80 157311586142.95 26369442054.29 
37003.00 198125277779.18 157311700761.26 26369442061.82 
37004.00 198125481281.79 157311815358.33 26369442069.35 
37005.00 198125684757.62 157311929934.14 26369442076.88 
37006.00 198125888206.69 157312044488.73 26369442084.40 
37007.00 198126091628.99 157312159022.07 26369442091.93 
37008.00 198126295024.52 157312273534.18 26369442099.45 
37009.00 198126498393.31 157312388025.07 26369442106.97 
37010.00 198126701735.34 157312502494.73 26369442114.49 
37011.00 198126905050.62 157312616943.18 26369442122.01 
37012.00 198127108339.16 157312731370.40 26369442129.53 
37013.00 198127311600.96 157312845776.42 26369442137.04 
37014.00 198127514836.03 157312960161.23 26369442144.55 
37015.00 198127718044.36 157313074524.83 26369442152.06 
37016.00 198127921225.97 157313188867.23 26369442159.57 
37017.00 198128124380.86 157313303188.44 26369442167.08 
37018.00 198128327509.03 157313417488.45 26369442174.58 
37019.00 198128530610.49 157313531767.28 26369442182.09 
37020.00 198128733685.24 157313646024.92 26369442189.59 
37021.00 198128936733.28 157313760261.38 26369442197.09 
37022.00 198129139754.62 157313874476.67 26369442204.59 
37023.00 198129342749.27 157313988670.78 26369442212.08 
37024.00 198129545717.22 157314102843.72 26369442219.58 
37025.00 198129748658.49 157314216995.50 26369442227.07 
37026.00 198129951573.07 157314331126.11 26369442234.56 
37027.00 198130154460.98 157314445235.57 26369442242.05 
37028.00 198130357322.21 157314559323.87 26369442249.54 
37029.00 198130560156.77 157314673391.03 26369442257.02 
37030.00 198130762964.66 157314787437.04 26369442264.51 
37031.00 198130965745.89 157314901461.90 26369442271.99 
37032.00 198131168500.47 157315015465.63 26369442279.47 
37033.00 198131371228.39 157315129448.23 26369442286.95 
37034.00 198131573929.66 157315243409.69 26369442294.43 
37035.00 198131776604.28 157315357350.03 26369442301.90 
37036.00 198131979252.27 157315471269.24 26369442309.38 
37037.00 198132181873.62 157315585167.34 26369442316.85 
37038.00 198132384468.34 157315699044.32 26369442324.32 
37039.00 198132587036.42 157315812900.19 26369442331.78 
37040.00 198132789577.89 157315926734.95 26369442339.25 
37041.00 198132992092.74 157316040548.61 26369442346.72 
37042.00 198133194580.97 157316154341.18 26369442354.18 
37043.00 198133397042.59 157316268112.64 26369442361.64 
37044.00 198133599477.61 157316381863.01 26369442369.10 
37045.00 198133801886.02 157316495592.30 26369442376.56 
37046.00 198134004267.83 157316609300.50 26369442384.01 
37047.00 198134206623.05 157316722987.62 26369442391.47 
37048.00 198134408951.69 157316836653.67 26369442398.92 
37049.00 198134611253.73 157316950298.64 26369442406.37 
37050.00 198134813529.20 157317063922.55 26369442413.82 
37051.00 198135015778.09 157317177525.39 26369442421.26 
37052.00 198135218000.41 157317291107.17 26369442428.71 
37053.00 198135420196.16 157317404667.89 26369442436.15 
37054.00 198135622365.34 157317518207.56 26369442443.59 
37055.00 198135824507.97 157317631726.18 26369442451.03 
37056.00 198136026624.04 157317745223.76 26369442458.47 
37057.00 198136228713.56 157317858700.29 26369442465.91 
37058.00 198136430776.53 157317972155.79 26369442473.34 
37059.00 198136632812.96 157318085590.25 26369442480.78 
37060.00 198136834822.85 157318199003.69 26369442488.21 
37061.00 198137036806.21 157318312396.09 26369442495.64 
37062.00 198137238763.04 157318425767.48 26369442503.06 
37063.00 198137440693.34 157318539117.84 26369442510.49 
37064.00 198137642597.12 157318652447.20 26369442517.91 
37065.00 198137844474.39 157318765755.54 26369442525.34 
37066.00 198138046325.14 157318879042.87 26369442532.76 
37067.00 198138248149.38 157318992309.21 26369442540.18 
37068.00 198138449947.12 157319105554.54 26369442547.59 
37069.00 198138651718.36 157319218778.88 26369442555.01 
37070.00 198138853463.10 157319331982.22 26369442562.42 
37071.00 198139055181.36 157319445164.58 26369442569.83 
37072.00 198139256873.12 157319558325.96 26369442577.24 
37073.00 198139458538.40 157319671466.35 26369442584.65 
37074.00 198139660177.21 157319784585.77 26369442592.06 
37075.00 198139861789.54 157319897684.22 26369442599.46 
37076.00 198140063375.39 157320010761.70 26369442606.87 
37077.00 198140264934.79 157320123818.22 26369442614.27 
37078.00 198140466467.72 157320236853.77 26369442621.67 
37079.00 198140667974.19 157320349868.37 26369442629.07 
37080.00 198140869454.21 157320462862.02 26369442636.46 
37081.00 198141070907.78 157320575834.71 26369442643.86 
37082.00 198141272334.91 157320688786.46 26369442651.25 
37083.00 198141473735.59 157320801717.27 26369442658.64 
37084.00 198141675109.84 157320914627.14 26369442666.03 
37085.00 198141876457.66 157321027516.08 26369442673.42 
37086.00 198142077779.05 157321140384.09 26369442680.80 
37087.00 198142279074.01 157321253231.17 26369442688.19 
37088.00 198142480342.56 157321366057.33 26369442695.57 
37089.00 198142681584.69 157321478862.58 26369442702.95 
37090.00 198142882800.41 157321591646.90 26369442710.33 
37091.00 198143083989.72 157321704410.32 26369442717.70 
37092.00 198143285152.63 157321817152.83 26369442725.08 
37093.00 198143486289.15 157321929874.44 26369442732.45 
37094.00 198143687399.26 157322042575.15 26369442739.83 
37095.00 198143888482.99 157322155254.96 26369442747.20 
37096.00 198144089540.34 157322267913.88 26369442754.56 
37097.00 198144290571.30 157322380551.92 26369442761.93 
37098.00 198144491575.88 157322493169.07 26369442769.29 
37099.00 198144692554.10 157322605765.34 26369442776.66 
37100.00 198144893505.94 157322718340.73 26369442784.02 
37101.00 198145094431.42 157322830895.25 26369442791.38 
37102.00 198145295330.54 157322943428.90 26369442798.74 
37103.00 198145496203.30 157323055941.69 26369442806.09 
37104.00 198145697049.71 157323168433.62 26369442813.45 
37105.00 198145897869.78 157323280904.69 26369442820.80 
37106.00 198146098663.50 157323393354.91 26369442828.15 
37107.00 198146299430.88 157323505784.28 26369442835.50 
37108.00 198146500171.92 157323618192.80 26369442842.85 
37109.00 198146700886.64 157323730580.48 26369442850.19 
37110.00 198146901575.03 157323842947.32 26369442857.54 
37111.00 198147102237.10 157323955293.33 26369442864.88 
37112.00 198147302872.85 157324067618.51 26369442872.22 
37113.00 198147503482.28 157324179922.86 26369442879.56 
37114.00 198147704065.41 157324292206.39 26369442886.90 
37115.00 198147904622.23 157324404469.10 26369442894.23 
37116.00 198148105152.75 157324516711.00 26369442901.56 
37117.00 198148305656.97 157324628932.08 26369442908.90 
37118.00 198148506134.90 157324741132.36 26369442916.23 
37119.00 198148706586.54 157324853311.83 26369442923.55 
37120.00 198148907011.90 157324965470.51 26369442930.88 
37121.00 198149107410.98 157325077608.39 26369442938.21 
37122.00 198149307783.78 157325189725.47 26369442945.53 
37123.00 198149508130.31 157325301821.77 26369442952.85 
37124.00 198149708450.57 157325413897.28 26369442960.17 
37125.00 198149908744.57 157325525952.02 26369442967.49 
37126.00 198150109012.31 157325637985.97 26369442974.80 
37127.00 198150309253.80 157325749999.15 26369442982.12 
37128.00 198150509469.03 157325861991.57 26369442989.43 
37129.00 198150709658.02 157325973963.21 26369442996.74 
37130.00 198150909820.77 157326085914.10 26369443004.05 
37131.00 198151109957.28 157326197844.23 26369443011.36 
37132.00 198151310067.55 157326309753.60 26369443018.67 
37133.00 198151510151.60 157326421642.23 26369443025.97 
37134.00 198151710209.42 157326533510.11 26369443033.27 
37135.00 198151910241.01 157326645357.24 26369443040.57 
37136.00 198152110246.40 157326757183.64 26369443047.87 
37137.00 198152310225.56 157326868989.30 26369443055.17 
37138.00 198152510178.52 157326980774.23 26369443062.47 
37139.00 198152710105.28 157327092538.43 26369443069.76 
37140.00 198152910005.84 157327204281.91 26369443077.05 
37141.00 198153109880.20 157327316004.67 26369443084.34 
37142.00 198153309728.36 157327427706.72 26369443091.63 
37143.00 198153509550.34 157327539388.05 26369443098.92 
37144.00 198153709346.14 157327651048.67 26369443106.20 
37145.00 198153909115.76 157327762688.59 26369443113.49 
37146.00 198154108859.20 157327874307.81 26369443120.77 
37147.00 198154308576.47 157327985906.33 26369443128.05 
37148.00 198154508267.58 157328097484.16 26369443135.33 
37149.00 198154707932.52 157328209041.30 26369443142.60 
37150.00 198154907571.31 157328320577.75 26369443149.88 
37151.00 198155107183.94 157328432093.52 26369443157.15 
37152.00 198155306770.42 157328543588.61 26369443164.42 
37153.00 198155506330.75 157328655063.03 26369443171.69 
37154.00 198155705864.95 157328766516.78 26369443178.96 
37155.00 198155905373.01 157328877949.86 26369443186.23 
37156.00 198156104854.93 157328989362.28 26369443193.49 
37157.00 198156304310.72 157329100754.04 26369443200.75 
37158.00 198156503740.39 157329212125.15 26369443208.02 
37159.00 198156703143.94 157329323475.60 26369443215.28 
37160.00 198156902521.37 157329434805.41 26369443222.53 
37161.00 198157101872.70 157329546114.57 26369443229.79 
37162.00 198157301197.91 157329657403.09 26369443237.04 
37163.00 198157500497.02 157329768670.98 26369443244.30 
37164.00 198157699770.03 157329879918.23 26369443251.55 
37165.00 198157899016.94 157329991144.85 26369443258.80 
37166.00 198158098237.76 157330102350.85 26369443266.04 
37167.00 198158297432.50 157330213536.23 26369443273.29 
37168.00 198158496601.15 157330324700.99 26369443280.53 
37169.00 198158695743.72 157330435845.14 26369443287.78 
37170.00 198158894860.22 157330546968.67 26369443295.02 
37171.00 198159093950.65 157330658071.60 26369443302.26 
37172.00 198159293015.01 157330769153.93 26369443309.49 
37173.00 198159492053.31 157330880215.66 26369443316.73 
37174.00 198159691065.56 157330991256.80 26369443323.96 
37175.00 198159890051.74 157331102277.34 26369443331.20 
37176.00 198160089011.88 157331213277.30 26369443338.43 
37177.00 198160287945.98 157331324256.67 26369443345.66 
37178.00 198160486854.03 157331435215.47 26369443352.88 
37179.00 198160685736.05 157331546153.69 26369443360.11 
37180.00 198160884592.03 157331657071.33 26369443367.33 
37181.00 198161083421.98 157331767968.41 26369443374.55 
37182.00 198161282225.91 157331878844.92 26369443381.77 
37183.00 198161481003.82 157331989700.88 26369443388.99 
37184.00 198161679755.72 157332100536.27 26369443396.21 
37185.00 198161878481.60 157332211351.12 26369443403.42 
37186.00 198162077181.47 157332322145.41 26369443410.64 
37187.00 198162275855.34 157332432919.16 26369443417.85 
37188.00 198162474503.21 157332543672.36 26369443425.06 
37189.00 198162673125.08 157332654405.03 26369443432.27 
37190.00 198162871720.97 157332765117.16 26369443439.47 
37191.00 198163070290.86 157332875808.76 26369443446.68 
37192.00 198163268834.78 157332986479.84 26369443453.88 
37193.00 198163467352.71 157333097130.39 26369443461.08 
37194.00 198163665844.67 157333207760.43 26369443468.28 
37195.00 198163864310.66 157333318369.94 26369443475.48 
37196.00 198164062750.68 157333428958.95 26369443482.68 
37197.00 198164261164.75 157333539527.45 26369443489.87 
37198.00 198164459552.85 157333650075.44 26369443497.07 
37199.00 198164657915.00 157333760602.93 26369443504.26 
37200.00 198164856251.20 157333871109.93 26369443511.45 
37201.00 198165054561.45 157333981596.43 26369443518.64 
37202.00 198165252845.77 157334092062.45 26369443525.82 
37203.00 198165451104.14 157334202507.98 26369443533.01 
37204.00 198165649336.59 157334312933.02 26369443540.19 
37205.00 198165847543.10 157334423337.59 26369443547.37 
37206.00 198166045723.69 157334533721.69 26369443554.55 
37207.00 198166243878.36 157334644085.31 26369443561.73 
37208.00 198166442007.11 157334754428.47 26369443568.90 
37209.00 198166640109.95 157334864751.17 26369443576.08 
37210.00 198166838186.88 157334975053.40 26369443583.25 
37211.00 198167036237.91 157335085335.18 26369443590.42 
37212.00 198167234263.04 157335195596.51 26369443597.59 
37213.00 198167432262.27 157335305837.39 26369443604.76 
37214.00 198167630235.61 157335416057.83 26369443611.93 
37215.00 198167828183.07 157335526257.82 26369443619.09 
37216.00 198168026104.64 157335636437.38 26369443626.25 
37217.00 198168224000.33 157335746596.51 26369443633.41 
37218.00 198168421870.15 157335856735.21 26369443640.57 
37219.00 198168619714.09 157335966853.48 26369443647.73 
37220.00 198168817532.17 157336076951.33 26369443654.89 
37221.00 198169015324.39 157336187028.76 26369443662.04 
37222.00 198169213090.74 157336297085.78 26369443669.19 
37223.00 198169410831.25 157336407122.39 26369443676.34 
37224.00 198169608545.90 157336517138.59 26369443683.49 
37225.00 198169806234.71 157336627134.39 26369443690.64 
37226.00 198170003897.67 157336737109.79 26369443697.79 
37227.00 198170201534.80 157336847064.79 26369443704.93 
37228.00 198170399146.10 157336956999.40 26369443712.07 
37229.00 198170596731.56 157337066913.63 26369443719.21 
37230.00 198170794291.20 157337176807.47 26369443726.35 
37231.00 198170991825.02 157337286680.92 26369443733.49 
37232.00 198171189333.02 157337396534.01 26369443740.63 
37233.00 198171386815.21 157337506366.72 26369443747.76 
37234.00 198171584271.59 157337616179.06 26369443754.89 
37235.00 198171781702.16 157337725971.03 26369443762.02 
37236.00 198171979106.94 157337835742.64 26369443769.15 
37237.00 198172176485.92 157337945493.90 26369443776.28 
37238.00 198172373839.10 157338055224.80 26369443783.41 
37239.00 198172571166.50 157338164935.35 26369443790.53 
37240.00 198172768468.11 157338274625.55 26369443797.65 
37241.00 198172965743.95 157338384295.41 26369443804.77 
37242.00 198173162994.00 157338493944.93 26369443811.89 
37243.00 198173360218.29 157338603574.12 26369443819.01 
37244.00 198173557416.81 157338713182.97 26369443826.12 
37245.00 198173754589.56 157338822771.49 26369443833.24 
37246.00 198173951736.56 157338932339.69 26369443840.35 
37247.00 198174148857.80 157339041887.57 26369443847.46 
37248.00 198174345953.29 157339151415.13 26369443854.57 
37249.00 198174543023.03 157339260922.38 26369443861.68 
37250.00 198174740067.03 157339370409.32 26369443868.78 
37251.00 198174937085.30 157339479875.96 26369443875.89 
37252.00 198175134077.82 157339589322.29 26369443882.99 
37253.00 198175331044.62 157339698748.32 26369443890.09 
37254.00 198175527985.69 157339808154.06 26369443897.19 
37255.00 198175724901.04 157339917539.51 26369443904.29 
37256.00 198175921790.67 157340026904.67 26369443911.38 
37257.00 198176118654.58 157340136249.54 26369443918.47 
37258.00 198176315492.79 157340245574.14 26369443925.57 
37259.00 198176512305.29 157340354878.46 26369443932.66 
37260.00 198176709092.09 157340464162.51 26369443939.75 
37261.00 198176905853.19 157340573426.29 26369443946.83 
37262.00 198177102588.59 157340682669.80 26369443953.92 
37263.00 198177299298.31 157340791893.06 26369443961.00 
37264.00 198177495982.35 157340901096.05 26369443968.08 
37265.00 198177692640.70 157341010278.80 26369443975.17 
37266.00 198177889273.37 157341119441.29 26369443982.24 
37267.00 198178085880.37 157341228583.53 26369443989.32 
37268.00 198178282461.71 157341337705.54 26369443996.40 
37269.00 198178479017.38 157341446807.30 26369444003.47 
37270.00 198178675547.38 157341555888.83 26369444010.54 
37271.00 198178872051.74 157341664950.13 26369444017.61 
37272.00 198179068530.44 157341773991.20 26369444024.68 
37273.00 198179264983.49 157341883012.05 26369444031.75 
37274.00 198179461410.89 157341992012.67 26369444038.81 
37275.00 198179657812.66 157342100993.08 26369444045.88 
37276.00 198179854188.79 157342209953.28 26369444052.94 
37277.00 198180050539.29 157342318893.26 26369444060.00 
37278.00 198180246864.16 157342427813.05 26369444067.06 
37279.00 198180443163.41 157342536712.62 26369444074.12 
37280.00 198180639437.04 157342645592.01 26369444081.17 
37281.00 198180835685.05 157342754451.19 26369444088.23 
37282.00 198181031907.45 157342863290.19 26369444095.28 
37283.00 198181228104.24 157342972109.00 26369444102.33 
37284.00 198181424275.43 157343080907.63 26369444109.38 
37285.00 198181620421.03 157343189686.07 26369444116.43 
37286.00 198181816541.02 157343298444.34 26369444123.47 
37287.00 198182012635.43 157343407182.44 26369444130.51 
37288.00 198182208704.25 157343515900.37 26369444137.56 
37289.00 198182404747.48 157343624598.14 26369444144.60 
37290.00 198182600765.14 157343733275.74 26369444151.64 
37291.00 198182796757.23 157343841933.19 26369444158.67 
37292.00 198182992723.74 157343950570.48 26369444165.71 
37293.00 198183188664.68 157344059187.63 26369444172.74 
37294.00 198183384580.07 157344167784.63 26369444179.78 
37295.00 198183580469.90 157344276361.48 26369444186.81 
37296.00 198183776334.17 157344384918.20 26369444193.84 
37297.00 198183972172.89 157344493454.78 26369444200.86 
37298.00 198184167986.07 157344601971.23 26369444207.89 
37299.00 198184363773.70 157344710467.55 26369444214.91 
37300.00 198184559535.80 157344818943.74 26369444221.93 
37301.00 198184755272.36 157344927399.82 26369444228.96 
37302.00 198184950983.39 157345035835.78 26369444235.97 
37303.00 198185146668.90 157345144251.63 26369444242.99 
37304.00 198185342328.89 157345252647.37 26369444250.01 
37305.00 198185537963.36 157345361023.00 26369444257.02 
37306.00 198185733572.31 157345469378.53 26369444264.03 
37307.00 198185929155.76 157345577713.96 26369444271.05 
37308.00 198186124713.70 157345686029.30 26369444278.05 
37309.00 198186320246.14 157345794324.55 26369444285.06 
37310.00 198186515753.08 157345902599.71 26369444292.07 
37311.00 198186711234.54 157346010854.78 26369444299.07 
37312.00 198186906690.50 157346119089.78 26369444306.07 
37313.00 198187102120.97 157346227304.70 26369444313.08 
37314.00 198187297525.97 157346335499.55 26369444320.07 
37315.00 198187492905.49 157346443674.32 26369444327.07 
37316.00 198187688259.54 157346551829.04 26369444334.07 
37317.00 198187883588.12 157346659963.69 26369444341.06 
37318.00 198188078891.23 157346768078.28 26369444348.06 
37319.00 198188274168.89 157346876172.82 26369444355.05 
37320.00 198188469421.09 157346984247.32 26369444362.04 
37321.00 198188664647.83 157347092301.76 26369444369.02 
37322.00 198188859849.13 157347200336.16 26369444376.01 
37323.00 198189055024.99 157347308350.52 26369444382.99 
37324.00 198189250175.40 157347416344.85 26369444389.98 
37325.00 198189445300.38 157347524319.14 26369444396.96 
37326.00 198189640399.93 157347632273.40 26369444403.94 
37327.00 198189835474.04 157347740207.64 26369444410.92 
37328.00 198190030522.74 157347848121.86 26369444417.89 
37329.00 198190225546.02 157347956016.07 26369444424.87 
37330.00 198190420543.88 157348063890.26 26369444431.84 
37331.00 198190615516.33 157348171744.43 26369444438.81 
37332.00 198190810463.37 157348279578.61 26369444445.78 
37333.00 198191005385.00 157348387392.78 26369444452.75 
37334.00 198191200281.24 157348495186.95 26369444459.72 
37335.00 198191395152.09 157348602961.12 26369444466.68 
37336.00 198191589997.54 157348710715.31 26369444473.64 
37337.00 198191784817.60 157348818449.50 26369444480.60 
37338.00 198191979612.29 157348926163.72 26369444487.56 
37339.00 198192174381.59 157349033857.95 26369444494.52 
37340.00 198192369125.52 157349141532.20 26369444501.48 
37341.00 198192563844.08 157349249186.48 26369444508.43 
37342.00 198192758537.27 157349356820.79 26369444515.39 
37343.00 198192953205.09 157349464435.14 26369444522.34 
37344.00 198193147847.56 157349572029.52 26369444529.29 
37345.00 198193342464.68 157349679603.95 26369444536.24 
37346.00 198193537056.44 157349787158.42 26369444543.18 
37347.00 198193731622.86 157349894692.94 26369444550.13 
37348.00 198193926163.93 157350002207.51 26369444557.07 
37349.00 198194120679.67 157350109702.14 26369444564.02 
37350.00 198194315170.07 157350217176.82 26369444570.96 
37351.00 198194509635.14 157350324631.57 26369444577.89 
37352.00 198194704074.89 157350432066.39 26369444584.83 
37353.00 198194898489.31 157350539481.28 26369444591.77 
37354.00 198195092878.42 157350646876.24 26369444598.70 
37355.00 198195287242.21 157350754251.28 26369444605.63 
37356.00 198195481580.69 157350861606.41 26369444612.56 
37357.00 198195675893.86 157350968941.61 26369444619.49 
37358.00 198195870181.73 157351076256.91 26369444626.42 
37359.00 198196064444.31 157351183552.30 26369444633.34 
37360.00 198196258681.59 157351290827.78 26369444640.27 
37361.00 198196452893.58 157351398083.37 26369444647.19 
37362.00 198196647080.28 157351505319.06 26369444654.11 
37363.00 198196841241.71 157351612534.86 26369444661.03 
37364.00 198197035377.85 157351719730.76 26369444667.95 
37365.00 198197229488.72 157351826906.78 26369444674.86 
37366.00 198197423574.32 157351934062.92 26369444681.78 
37367.00 198197617634.66 157352041199.19 26369444688.69 
37368.00 198197811669.73 157352148315.57 26369444695.60 
37369.00 198198005679.55 157352255412.09 26369444702.51 
37370.00 198198199664.11 157352362488.74 26369444709.42 
37371.00 198198393623.43 157352469545.52 26369444716.33 
37372.00 198198587557.49 157352576582.45 26369444723.23 
37373.00 198198781466.32 157352683599.52 26369444730.13 
37374.00 198198975349.91 157352790596.74 26369444737.03 
37375.00 198199169208.27 157352897574.10 26369444743.93 
37376.00 198199363041.39 157353004531.63 26369444750.83 
37377.00 198199556849.29 157353111469.31 26369444757.73 
37378.00 198199750631.97 157353218387.15 26369444764.62 
37379.00 198199944389.44 157353325285.16 26369444771.52 
37380.00 198200138121.68 157353432163.34 26369444778.41 
37381.00 198200331828.72 157353539021.69 26369444785.30 
37382.00 198200525510.56 157353645860.21 26369444792.19 
37383.00 198200719167.19 157353752678.92 26369444799.07 
37384.00 198200912798.63 157353859477.81 26369444805.96 
37385.00 198201106404.87 157353966256.89 26369444812.84 
37386.00 198201299985.93 157354073016.16 26369444819.72 
37387.00 198201493541.80 157354179755.62 26369444826.60 
37388.00 198201687072.48 157354286475.29 26369444833.48 
37389.00 198201880578.00 157354393175.15 26369444840.36 
37390.00 198202074058.33 157354499855.22 26369444847.23 
37391.00 198202267513.50 157354606515.50 26369444854.11 
37392.00 198202460943.51 157354713155.99 26369444860.98 
37393.00 198202654348.35 157354819776.70 26369444867.85 
37394.00 198202847728.04 157354926377.63 26369444874.72 
37395.00 198203041082.57 157355032958.78 26369444881.59 
37396.00 198203234411.95 157355139520.16 26369444888.45 
37397.00 198203427716.19 157355246061.77 26369444895.32 
37398.00 198203620995.29 157355352583.62 26369444902.18 
37399.00 198203814249.25 157355459085.70 26369444909.04 
37400.00 198204007478.08 157355565568.03 26369444915.90 
37401.00 198204200681.78 157355672030.60 26369444922.76 
37402.00 198204393860.36 157355778473.42 26369444929.61 
37403.00 198204587013.81 157355884896.49 26369444936.47 
37404.00 198204780142.15 157355991299.82 26369444943.32 
37405.00 198204973245.38 157356097683.41 26369444950.17 
37406.00 198205166323.49 157356204047.26 26369444957.02 
37407.00 198205359376.51 157356310391.38 26369444963.87 
37408.00 198205552404.42 157356416715.77 26369444970.71 
37409.00 198205745407.23 157356523020.44 26369444977.56 
37410.00 198205938384.95 157356629305.38 26369444984.40 
37411.00 198206131337.59 157356735570.61 26369444991.24 
37412.00 198206324265.14 157356841816.12 26369444998.08 
37413.00 198206517167.60 157356948041.92 26369445004.92 
37414.00 198206710044.99 157357054248.01 26369445011.76 
37415.00 198206902897.31 157357160434.40 26369445018.59 
37416.00 198207095724.56 157357266601.09 26369445025.43 
37417.00 198207288526.75 157357372748.08 26369445032.26 
37418.00 198207481303.87 157357478875.38 26369445039.09 
37419.00 198207674055.94 157357584982.99 26369445045.92 
37420.00 198207866782.95 157357691070.92 26369445052.74 
37421.00 198208059484.92 157357797139.16 26369445059.57 
37422.00 198208252161.84 157357903187.72 26369445066.39 
37423.00 198208444813.72 157358009216.61 26369445073.21 
37424.00 198208637440.57 157358115225.83 26369445080.04 
37425.00 198208830042.38 157358221215.38 26369445086.85 
37426.00 198209022619.16 157358327185.27 26369445093.67 
37427.00 198209215170.92 157358433135.49 26369445100.49 
37428.00 198209407697.66 157358539066.06 26369445107.30 
37429.00 198209600199.38 157358644976.97 26369445114.11 
37430.00 198209792676.09 157358750868.24 26369445120.93 
37431.00 198209985127.79 157358856739.86 26369445127.73 
37432.00 198210177554.48 157358962591.84 26369445134.54 
37433.00 198210369956.17 157359068424.18 26369445141.35 
37434.00 198210562332.87 157359174236.88 26369445148.15 
37435.00 198210754684.58 157359280029.95 26369445154.96 
37436.00 198210947011.29 157359385803.40 26369445161.76 
37437.00 198211139313.02 157359491557.22 26369445168.56 
37438.00 198211331589.77 157359597291.42 26369445175.36 
37439.00 198211523841.55 157359703006.00 26369445182.15 
37440.00 198211716068.35 157359808700.97 26369445188.95 
37441.00 198211908270.18 157359914376.32 26369445195.74 
37442.00 198212100447.05 157360020032.08 26369445202.53 
37443.00 198212292598.96 157360125668.23 26369445209.32 
37444.00 198212484725.91 157360231284.78 26369445216.11 
37445.00 198212676827.90 157360336881.73 26369445222.90 
37446.00 198212868904.95 157360442459.09 26369445229.68 
37447.00 198213060957.05 157360548016.87 26369445236.47 
37448.00 198213252984.22 157360653555.06 26369445243.25 
37449.00 198213444986.44 157360759073.67 26369445250.03 
37450.00 198213636963.73 157360864572.70 26369445256.81 
37451.00 198213828916.10 157360970052.15 26369445263.59 
37452.00 198214020843.54 157361075512.04 26369445270.36 
37453.00 198214212746.05 157361180952.36 26369445277.14 
37454.00 198214404623.65 157361286373.12 26369445283.91 
37455.00 198214596476.34 157361391774.31 26369445290.68 
37456.00 198214788304.12 157361497155.95 26369445297.45 
37457.00 198214980106.99 157361602518.04 26369445304.22 
37458.00 198215171884.96 157361707860.58 26369445310.99 
37459.00 198215363638.04 157361813183.58 26369445317.75 
37460.00 198215555366.22 157361918487.03 26369445324.51 
37461.00 198215747069.51 157362023770.94 26369445331.28 
37462.00 198215938747.92 157362129035.32 26369445338.04 
