Radius(pc) TotalMass DiskMass BulgeMass 
52845.00 199620796667.29 157894435118.14 26369474555.77 
52846.00 199620838195.24 157894441035.63 26369474556.03 
52847.00 199620879720.17 157894446952.01 26369474556.29 
52848.00 199620921242.07 157894452867.28 26369474556.54 
52849.00 199620962760.95 157894458781.44 26369474556.80 
52850.00 199621004276.79 157894464694.49 26369474557.05 
52851.00 199621045789.62 157894470606.42 26369474557.31 
52852.00 199621087299.41 157894476517.25 26369474557.57 
52853.00 199621128806.18 157894482426.97 26369474557.82 
52854.00 199621170309.93 157894488335.58 26369474558.08 
52855.00 199621211810.65 157894494243.08 26369474558.33 
52856.00 199621253308.34 157894500149.47 26369474558.59 
52857.00 199621294803.02 157894506054.75 26369474558.84 
52858.00 199621336294.66 157894511958.92 26369474559.10 
52859.00 199621377783.29 157894517861.98 26369474559.36 
52860.00 199621419268.89 157894523763.94 26369474559.61 
52861.00 199621460751.47 157894529664.79 26369474559.87 
52862.00 199621502231.03 157894535564.52 26369474560.12 
52863.00 199621543707.56 157894541463.16 26369474560.38 
52864.00 199621585181.07 157894547360.68 26369474560.63 
52865.00 199621626651.56 157894553257.09 26369474560.89 
52866.00 199621668119.03 157894559152.40 26369474561.14 
52867.00 199621709583.48 157894565046.61 26369474561.40 
52868.00 199621751044.91 157894570939.70 26369474561.65 
52869.00 199621792503.31 157894576831.69 26369474561.91 
52870.00 199621833958.70 157894582722.57 26369474562.16 
52871.00 199621875411.07 157894588612.35 26369474562.42 
52872.00 199621916860.42 157894594501.02 26369474562.67 
52873.00 199621958306.75 157894600388.58 26369474562.93 
52874.00 199621999750.06 157894606275.04 26369474563.18 
52875.00 199622041190.35 157894612160.40 26369474563.44 
52876.00 199622082627.63 157894618044.65 26369474563.69 
52877.00 199622124061.89 157894623927.79 26369474563.95 
52878.00 199622165493.13 157894629809.83 26369474564.20 
52879.00 199622206921.35 157894635690.77 26369474564.46 
52880.00 199622248346.55 157894641570.60 26369474564.71 
52881.00 199622289768.74 157894647449.32 26369474564.97 
52882.00 199622331187.92 157894653326.95 26369474565.22 
52883.00 199622372604.08 157894659203.46 26369474565.47 
52884.00 199622414017.22 157894665078.88 26369474565.73 
52885.00 199622455427.35 157894670953.19 26369474565.98 
52886.00 199622496834.46 157894676826.40 26369474566.24 
52887.00 199622538238.56 157894682698.51 26369474566.49 
52888.00 199622579639.64 157894688569.51 26369474566.75 
52889.00 199622621037.72 157894694439.42 26369474567.00 
52890.00 199622662432.77 157894700308.22 26369474567.25 
52891.00 199622703824.82 157894706175.91 26369474567.51 
52892.00 199622745213.85 157894712042.51 26369474567.76 
52893.00 199622786599.87 157894717908.00 26369474568.02 
52894.00 199622827982.88 157894723772.40 26369474568.27 
52895.00 199622869362.87 157894729635.69 26369474568.52 
52896.00 199622910739.86 157894735497.88 26369474568.78 
52897.00 199622952113.83 157894741358.97 26369474569.03 
52898.00 199622993484.79 157894747218.96 26369474569.28 
52899.00 199623034852.74 157894753077.85 26369474569.54 
52900.00 199623076217.69 157894758935.64 26369474569.79 
52901.00 199623117579.62 157894764792.33 26369474570.04 
52902.00 199623158938.54 157894770647.92 26369474570.30 
52903.00 199623200294.45 157894776502.41 26369474570.55 
52904.00 199623241647.36 157894782355.80 26369474570.80 
52905.00 199623282997.25 157894788208.09 26369474571.06 
52906.00 199623324344.14 157894794059.29 26369474571.31 
52907.00 199623365688.02 157894799909.38 26369474571.56 
52908.00 199623407028.89 157894805758.38 26369474571.82 
52909.00 199623448366.76 157894811606.27 26369474572.07 
52910.00 199623489701.62 157894817453.07 26369474572.32 
52911.00 199623531033.47 157894823298.78 26369474572.58 
52912.00 199623572362.31 157894829143.38 26369474572.83 
52913.00 199623613688.15 157894834986.89 26369474573.08 
52914.00 199623655010.99 157894840829.30 26369474573.34 
52915.00 199623696330.81 157894846670.61 26369474573.59 
52916.00 199623737647.64 157894852510.83 26369474573.84 
52917.00 199623778961.46 157894858349.95 26369474574.09 
52918.00 199623820272.27 157894864187.97 26369474574.35 
52919.00 199623861580.08 157894870024.89 26369474574.60 
52920.00 199623902884.89 157894875860.73 26369474574.85 
52921.00 199623944186.69 157894881695.46 26369474575.10 
52922.00 199623985485.49 157894887529.10 26369474575.36 
52923.00 199624026781.29 157894893361.64 26369474575.61 
52924.00 199624068074.08 157894899193.09 26369474575.86 
52925.00 199624109363.88 157894905023.45 26369474576.11 
52926.00 199624150650.67 157894910852.71 26369474576.37 
52927.00 199624191934.46 157894916680.87 26369474576.62 
52928.00 199624233215.25 157894922507.94 26369474576.87 
52929.00 199624274493.04 157894928333.92 26369474577.12 
52930.00 199624315767.83 157894934158.80 26369474577.37 
52931.00 199624357039.61 157894939982.59 26369474577.63 
52932.00 199624398308.40 157894945805.28 26369474577.88 
52933.00 199624439574.19 157894951626.89 26369474578.13 
52934.00 199624480836.98 157894957447.39 26369474578.38 
52935.00 199624522096.77 157894963266.81 26369474578.63 
52936.00 199624563353.56 157894969085.13 26369474578.89 
52937.00 199624604607.36 157894974902.36 26369474579.14 
52938.00 199624645858.15 157894980718.50 26369474579.39 
52939.00 199624687105.95 157894986533.55 26369474579.64 
52940.00 199624728350.75 157894992347.50 26369474579.89 
52941.00 199624769592.56 157894998160.37 26369474580.14 
52942.00 199624810831.37 157895003972.14 26369474580.39 
52943.00 199624852067.18 157895009782.82 26369474580.65 
52944.00 199624893300.00 157895015592.41 26369474580.90 
52945.00 199624934529.82 157895021400.90 26369474581.15 
52946.00 199624975756.64 157895027208.31 26369474581.40 
52947.00 199625016980.47 157895033014.63 26369474581.65 
52948.00 199625058201.31 157895038819.86 26369474581.90 
52949.00 199625099419.15 157895044623.99 26369474582.15 
52950.00 199625140634.00 157895050427.04 26369474582.40 
52951.00 199625181845.85 157895056229.00 26369474582.66 
52952.00 199625223054.71 157895062029.86 26369474582.91 
52953.00 199625264260.58 157895067829.64 26369474583.16 
52954.00 199625305463.45 157895073628.33 26369474583.41 
52955.00 199625346663.34 157895079425.93 26369474583.66 
52956.00 199625387860.23 157895085222.45 26369474583.91 
52957.00 199625429054.13 157895091017.87 26369474584.16 
52958.00 199625470245.03 157895096812.21 26369474584.41 
52959.00 199625511432.95 157895102605.45 26369474584.66 
52960.00 199625552617.88 157895108397.61 26369474584.91 
52961.00 199625593799.81 157895114188.69 26369474585.16 
52962.00 199625634978.76 157895119978.67 26369474585.41 
52963.00 199625676154.71 157895125767.57 26369474585.66 
52964.00 199625717327.68 157895131555.38 26369474585.91 
52965.00 199625758497.65 157895137342.10 26369474586.16 
52966.00 199625799664.64 157895143127.74 26369474586.42 
52967.00 199625840828.64 157895148912.29 26369474586.67 
52968.00 199625881989.65 157895154695.76 26369474586.92 
52969.00 199625923147.68 157895160478.14 26369474587.17 
52970.00 199625964302.71 157895166259.43 26369474587.42 
52971.00 199626005454.76 157895172039.64 26369474587.67 
52972.00 199626046603.82 157895177818.76 26369474587.92 
52973.00 199626087749.90 157895183596.80 26369474588.17 
52974.00 199626128892.99 157895189373.75 26369474588.42 
52975.00 199626170033.09 157895195149.62 26369474588.67 
52976.00 199626211170.21 157895200924.40 26369474588.92 
52977.00 199626252304.34 157895206698.10 26369474589.17 
52978.00 199626293435.49 157895212470.72 26369474589.41 
52979.00 199626334563.65 157895218242.25 26369474589.66 
52980.00 199626375688.83 157895224012.70 26369474589.91 
52981.00 199626416811.02 157895229782.06 26369474590.16 
52982.00 199626457930.24 157895235550.34 26369474590.41 
52983.00 199626499046.46 157895241317.54 26369474590.66 
52984.00 199626540159.71 157895247083.65 26369474590.91 
52985.00 199626581269.97 157895252848.68 26369474591.16 
52986.00 199626622377.25 157895258612.63 26369474591.41 
52987.00 199626663481.55 157895264375.50 26369474591.66 
52988.00 199626704582.86 157895270137.29 26369474591.91 
52989.00 199626745681.20 157895275897.99 26369474592.16 
52990.00 199626786776.55 157895281657.61 26369474592.41 
52991.00 199626827868.92 157895287416.15 26369474592.66 
52992.00 199626868958.31 157895293173.61 26369474592.91 
52993.00 199626910044.72 157895298929.99 26369474593.15 
52994.00 199626951128.16 157895304685.28 26369474593.40 
52995.00 199626992208.61 157895310439.50 26369474593.65 
52996.00 199627033286.08 157895316192.64 26369474593.90 
52997.00 199627074360.58 157895321944.69 26369474594.15 
52998.00 199627115432.09 157895327695.67 26369474594.40 
52999.00 199627156500.63 157895333445.56 26369474594.65 
53000.00 199627197566.19 157895339194.38 26369474594.90 
53001.00 199627238628.77 157895344942.11 26369474595.15 
53002.00 199627279688.38 157895350688.77 26369474595.39 
53003.00 199627320745.01 157895356434.35 26369474595.64 
53004.00 199627361798.66 157895362178.85 26369474595.89 
53005.00 199627402849.33 157895367922.27 26369474596.14 
53006.00 199627443897.03 157895373664.61 26369474596.39 
53007.00 199627484941.75 157895379405.88 26369474596.64 
53008.00 199627525983.50 157895385146.06 26369474596.88 
53009.00 199627567022.28 157895390885.17 26369474597.13 
53010.00 199627608058.07 157895396623.20 26369474597.38 
53011.00 199627649090.90 157895402360.16 26369474597.63 
53012.00 199627690120.75 157895408096.03 26369474597.88 
53013.00 199627731147.63 157895413830.83 26369474598.12 
53014.00 199627772171.53 157895419564.55 26369474598.37 
53015.00 199627813192.46 157895425297.20 26369474598.62 
53016.00 199627854210.42 157895431028.77 26369474598.87 
53017.00 199627895225.40 157895436759.26 26369474599.12 
53018.00 199627936237.41 157895442488.68 26369474599.36 
53019.00 199627977246.45 157895448217.02 26369474599.61 
53020.00 199628018252.52 157895453944.29 26369474599.86 
53021.00 199628059255.62 157895459670.48 26369474600.11 
53022.00 199628100255.75 157895465395.59 26369474600.35 
53023.00 199628141252.90 157895471119.63 26369474600.60 
53024.00 199628182247.09 157895476842.60 26369474600.85 
53025.00 199628223238.31 157895482564.49 26369474601.10 
53026.00 199628264226.55 157895488285.31 26369474601.34 
53027.00 199628305211.83 157895494005.05 26369474601.59 
53028.00 199628346194.14 157895499723.72 26369474601.84 
53029.00 199628387173.48 157895505441.31 26369474602.09 
53030.00 199628428149.85 157895511157.83 26369474602.33 
53031.00 199628469123.26 157895516873.28 26369474602.58 
53032.00 199628510093.69 157895522587.65 26369474602.83 
53033.00 199628551061.16 157895528300.96 26369474603.08 
53034.00 199628592025.66 157895534013.18 26369474603.32 
53035.00 199628632987.20 157895539724.34 26369474603.57 
53036.00 199628673945.77 157895545434.42 26369474603.82 
53037.00 199628714901.37 157895551143.44 26369474604.06 
53038.00 199628755854.01 157895556851.38 26369474604.31 
53039.00 199628796803.68 157895562558.24 26369474604.56 
53040.00 199628837750.38 157895568264.04 26369474604.80 
53041.00 199628878694.13 157895573968.76 26369474605.05 
53042.00 199628919634.90 157895579672.42 26369474605.30 
53043.00 199628960572.72 157895585375.00 26369474605.54 
53044.00 199629001507.56 157895591076.51 26369474605.79 
53045.00 199629042439.45 157895596776.96 26369474606.04 
53046.00 199629083368.37 157895602476.33 26369474606.28 
53047.00 199629124294.33 157895608174.63 26369474606.53 
53048.00 199629165217.33 157895613871.86 26369474606.78 
53049.00 199629206137.36 157895619568.02 26369474607.02 
53050.00 199629247054.44 157895625263.11 26369474607.27 
53051.00 199629287968.55 157895630957.13 26369474607.51 
53052.00 199629328879.70 157895636650.09 26369474607.76 
53053.00 199629369787.89 157895642341.97 26369474608.01 
53054.00 199629410693.11 157895648032.79 26369474608.25 
53055.00 199629451595.38 157895653722.54 26369474608.50 
53056.00 199629492494.69 157895659411.21 26369474608.74 
53057.00 199629533391.04 157895665098.82 26369474608.99 
53058.00 199629574284.43 157895670785.37 26369474609.24 
53059.00 199629615174.85 157895676470.84 26369474609.48 
53060.00 199629656062.33 157895682155.25 26369474609.73 
53061.00 199629696946.84 157895687838.59 26369474609.97 
53062.00 199629737828.39 157895693520.86 26369474610.22 
53063.00 199629778706.99 157895699202.07 26369474610.47 
53064.00 199629819582.63 157895704882.21 26369474610.71 
53065.00 199629860455.31 157895710561.28 26369474610.96 
53066.00 199629901325.03 157895716239.29 26369474611.20 
53067.00 199629942191.80 157895721916.23 26369474611.45 
53068.00 199629983055.61 157895727592.10 26369474611.69 
53069.00 199630023916.47 157895733266.91 26369474611.94 
53070.00 199630064774.37 157895738940.65 26369474612.18 
53071.00 199630105629.32 157895744613.33 26369474612.43 
53072.00 199630146481.31 157895750284.94 26369474612.67 
53073.00 199630187330.34 157895755955.49 26369474612.92 
53074.00 199630228176.42 157895761624.97 26369474613.16 
53075.00 199630269019.55 157895767293.39 26369474613.41 
53076.00 199630309859.73 157895772960.75 26369474613.65 
53077.00 199630350696.95 157895778627.04 26369474613.90 
53078.00 199630391531.21 157895784292.26 26369474614.14 
53079.00 199630432362.53 157895789956.42 26369474614.39 
53080.00 199630473190.89 157895795619.52 26369474614.63 
53081.00 199630514016.30 157895801281.56 26369474614.88 
53082.00 199630554838.76 157895806942.53 26369474615.12 
53083.00 199630595658.27 157895812602.44 26369474615.37 
53084.00 199630636474.82 157895818261.29 26369474615.61 
53085.00 199630677288.43 157895823919.07 26369474615.86 
53086.00 199630718099.08 157895829575.79 26369474616.10 
53087.00 199630758906.79 157895835231.45 26369474616.35 
53088.00 199630799711.54 157895840886.05 26369474616.59 
53089.00 199630840513.34 157895846539.58 26369474616.83 
53090.00 199630881312.20 157895852192.06 26369474617.08 
53091.00 199630922108.11 157895857843.47 26369474617.32 
53092.00 199630962901.06 157895863493.82 26369474617.57 
53093.00 199631003691.07 157895869143.11 26369474617.81 
53094.00 199631044478.14 157895874791.34 26369474618.06 
53095.00 199631085262.25 157895880438.51 26369474618.30 
53096.00 199631126043.42 157895886084.62 26369474618.54 
53097.00 199631166821.64 157895891729.67 26369474618.79 
53098.00 199631207596.91 157895897373.66 26369474619.03 
53099.00 199631248369.23 157895903016.59 26369474619.28 
53100.00 199631289138.62 157895908658.46 26369474619.52 
53101.00 199631329905.05 157895914299.27 26369474619.76 
53102.00 199631370668.54 157895919939.02 26369474620.01 
53103.00 199631411429.08 157895925577.71 26369474620.25 
53104.00 199631452186.68 157895931215.35 26369474620.50 
53105.00 199631492941.34 157895936851.92 26369474620.74 
53106.00 199631533693.05 157895942487.44 26369474620.98 
53107.00 199631574441.81 157895948121.90 26369474621.23 
53108.00 199631615187.64 157895953755.30 26369474621.47 
53109.00 199631655930.52 157895959387.64 26369474621.71 
53110.00 199631696670.45 157895965018.92 26369474621.96 
53111.00 199631737407.45 157895970649.15 26369474622.20 
53112.00 199631778141.50 157895976278.32 26369474622.44 
53113.00 199631818872.61 157895981906.44 26369474622.69 
53114.00 199631859600.78 157895987533.49 26369474622.93 
53115.00 199631900326.00 157895993159.49 26369474623.17 
53116.00 199631941048.29 157895998784.44 26369474623.42 
53117.00 199631981767.63 157896004408.32 26369474623.66 
